Year,Country,Tile,Patch,Unique Labels
2019,France,31TCL,2019_31TCL_patch_18_02.nc,[120]
2019,France,31TCL,2019_31TCL_patch_20_16.nc,"[160, 170, 110, 435, 150, 120]"
2019,France,31TCL,2019_31TCL_patch_28_01.nc,"[160, 170, 110, 150, 120]"
2019,France,31TCL,2019_31TCL_patch_09_25.nc,"[160, 170, 110, 435, 150, 438, 120]"
2019,France,31TCL,2019_31TCL_patch_20_19.nc,"[170, 150, 438, 110]"
2019,France,31TCL,2019_31TCL_patch_29_07.nc,[150]
2019,France,31TCL,2019_31TCL_patch_09_18.nc,"[170, 330, 140, 110, 120]"
2019,France,31TCL,2019_31TCL_patch_27_28.nc,[120]
2019,France,31TCL,2019_31TCL_patch_21_11.nc,"[120, 170, 150, 110]"
2019,France,31TCL,2019_31TCL_patch_17_21.nc,"[170, 110, 150, 438, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_26_08.nc,"[120, 110, 150]"
2019,France,31TCL,2019_31TCL_patch_03_01.nc,"[120, 170, 330, 110]"
2019,France,31TCL,2019_31TCL_patch_11_22.nc,"[160, 170, 140, 110, 435, 150, 438, 120]"
2019,France,31TCL,2019_31TCL_patch_13_12.nc,"[160, 170, 110, 150, 120]"
2019,France,31TCL,2019_31TCL_patch_11_20.nc,"[170, 110, 150]"
2019,France,31TCL,2019_31TCL_patch_07_08.nc,"[170, 110, 435, 150, 120]"
2019,France,31TCL,2019_31TCL_patch_16_00.nc,"[120, 170, 150, 110]"
2019,France,31TCL,2019_31TCL_patch_03_02.nc,"[120, 170, 330, 110]"
2019,France,31TCL,2019_31TCL_patch_18_25.nc,"[170, 330, 140, 110, 150, 510]"
2019,France,31TCL,2019_31TCL_patch_04_04.nc,"[170, 330, 140, 110, 435, 150, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_25_07.nc,"[120, 110, 150]"
2019,France,31TCL,2019_31TCL_patch_25_08.nc,"[160, 170, 110, 435, 150, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_29_27.nc,"[160, 170, 110, 150, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_25_17.nc,"[170, 110, 435, 150, 120]"
2019,France,31TCL,2019_31TCL_patch_01_23.nc,"[330, 110, 150, 438, 120]"
2019,France,31TCL,2019_31TCL_patch_06_01.nc,"[160, 770, 170, 330, 140, 110, 438, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_18_05.nc,"[170, 110, 150]"
2019,France,31TCL,2019_31TCL_patch_16_02.nc,"[160, 170, 140, 110, 435, 150, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_20_26.nc,"[170, 330, 110, 150, 438, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_16_16.nc,"[160, 170, 110, 435, 150, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_03_05.nc,"[120, 170, 140, 110]"
2019,France,31TCL,2019_31TCL_patch_10_17.nc,"[170, 110, 435, 438, 120]"
2019,France,31TCL,2019_31TCL_patch_12_25.nc,"[170, 330, 140, 110, 150]"
2019,France,31TCL,2019_31TCL_patch_07_29.nc,"[170, 330, 140, 110, 435, 150, 438, 120]"
2019,France,31TCL,2019_31TCL_patch_11_25.nc,"[170, 330, 110, 150, 120]"
2019,France,31TCL,2019_31TCL_patch_24_20.nc,"[170, 110, 150, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_25_03.nc,"[120, 170, 435, 110]"
2019,France,31TCL,2019_31TCL_patch_16_15.nc,"[170, 110, 150, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_04_07.nc,"[160, 170, 110, 150, 438, 120]"
2019,France,31TCL,2019_31TCL_patch_15_23.nc,"[120, 170, 140, 110]"
2019,France,31TCL,2019_31TCL_patch_28_21.nc,"[120, 170, 150, 110]"
2019,France,31TCL,2019_31TCL_patch_14_01.nc,"[170, 140, 110, 435, 150, 438, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_13_04.nc,"[160, 170, 110, 150, 438, 120]"
2019,France,31TCL,2019_31TCL_patch_18_22.nc,"[170, 330, 110, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_28_16.nc,"[160, 170, 110, 150, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_16_01.nc,[120]
2019,France,31TCL,2019_31TCL_patch_27_18.nc,"[160, 170, 110, 150, 438, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_12_01.nc,"[170, 110, 150, 438, 120]"
2019,France,31TCL,2019_31TCL_patch_19_08.nc,"[170, 110, 435, 150, 120]"
2019,France,31TCL,2019_31TCL_patch_09_09.nc,"[160, 170, 110, 435, 120]"
2019,France,31TCL,2019_31TCL_patch_29_23.nc,"[170, 110, 150, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_01_29.nc,"[170, 110, 150]"
2019,France,31TCL,2019_31TCL_patch_05_27.nc,"[170, 330, 150, 438, 120]"
2019,France,31TCL,2019_31TCL_patch_25_12.nc,"[120, 170, 150, 110]"
2019,France,31TCL,2019_31TCL_patch_26_04.nc,"[120, 170, 150, 110]"
2019,France,31TCL,2019_31TCL_patch_16_18.nc,"[170, 110, 150, 438, 120]"
2019,France,31TCL,2019_31TCL_patch_11_01.nc,"[160, 170, 110, 435, 120]"
2019,France,31TCL,2019_31TCL_patch_05_26.nc,"[170, 330, 140, 110, 150, 438]"
2019,France,31TCL,2019_31TCL_patch_15_29.nc,"[170, 140, 110, 435, 150, 120]"
2019,France,31TCL,2019_31TCL_patch_26_23.nc,"[170, 110, 150, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_04_08.nc,"[170, 330, 110, 150, 120]"
2019,France,31TCL,2019_31TCL_patch_06_15.nc,"[170, 330, 110, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_11_27.nc,"[170, 140, 110, 435, 150, 438, 120]"
2019,France,31TCL,2019_31TCL_patch_27_01.nc,"[120, 170, 150, 110]"
2019,France,31TCL,2019_31TCL_patch_16_03.nc,"[160, 170, 110, 150, 438, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_29_08.nc,"[160, 150, 110]"
2019,France,31TCL,2019_31TCL_patch_20_10.nc,"[170, 110, 150, 438, 120]"
2019,France,31TCL,2019_31TCL_patch_04_09.nc,"[120, 170, 110]"
2019,France,31TCL,2019_31TCL_patch_15_27.nc,"[170, 330, 140, 110, 150, 120]"
2019,France,31TCL,2019_31TCL_patch_09_28.nc,"[170, 330, 110, 150, 438, 120]"
2019,France,31TDK,2019_31TDK_patch_23_24.nc,"[160, 170, 110, 150, 120, 510]"
2019,France,31TDK,2019_31TDK_patch_17_06.nc,"[120, 170, 150, 110]"
2019,France,31TDK,2019_31TDK_patch_12_16.nc,"[170, 140, 110, 435, 150, 438, 120, 510]"
2019,France,31TDK,2019_31TDK_patch_24_03.nc,[120]
2019,France,31TDK,2019_31TDK_patch_18_21.nc,"[170, 140, 110, 435, 150]"
2019,France,31TDK,2019_31TDK_patch_03_26.nc,"[160, 170, 110, 150, 438, 120]"
2019,France,31TDK,2019_31TDK_patch_25_23.nc,"[170, 140, 110, 150, 120]"
2019,France,31TDK,2019_31TDK_patch_11_14.nc,"[170, 110, 150, 120, 510]"
2019,France,31TDK,2019_31TDK_patch_19_05.nc,[120]
2019,France,31TDK,2019_31TDK_patch_15_06.nc,[120]
2019,France,31TDK,2019_31TDK_patch_10_22.nc,"[170, 140, 110, 435, 150, 438, 120, 510]"
2019,France,31TDK,2019_31TDK_patch_07_18.nc,"[120, 170, 150, 110]"
2019,France,31TDK,2019_31TDK_patch_01_10.nc,"[120, 170, 150, 110]"
2019,France,31TDK,2019_31TDK_patch_00_10.nc,"[170, 110, 150, 438, 120]"
2019,France,31TDK,2019_31TDK_patch_18_11.nc,"[160, 170, 140, 110, 435, 120, 510]"
2019,France,31TDK,2019_31TDK_patch_11_10.nc,"[170, 110, 150, 120, 510]"
2019,France,31TDK,2019_31TDK_patch_12_01.nc,"[120, 110, 150]"
2019,France,31TDK,2019_31TDK_patch_13_03.nc,"[120, 170, 150]"
2019,France,31TDK,2019_31TDK_patch_15_00.nc,[120]
2019,France,31TDK,2019_31TDK_patch_27_22.nc,"[170, 150, 110, 510]"
2019,France,31TDK,2019_31TDK_patch_03_08.nc,"[170, 330, 110, 150, 120]"
2019,France,31TDK,2019_31TDK_patch_18_09.nc,"[120, 170, 150, 110]"
2019,France,31TDK,2019_31TDK_patch_22_26.nc,"[160, 170, 110, 150, 120, 510]"
2019,France,31TDK,2019_31TDK_patch_08_02.nc,"[120, 170, 510]"
2019,France,31TDK,2019_31TDK_patch_17_13.nc,"[120, 170, 150, 110]"
2019,France,31TDK,2019_31TDK_patch_00_05.nc,"[120, 330, 150, 110]"
2019,France,31TDK,2019_31TDK_patch_16_03.nc,[120]
2019,France,31TDK,2019_31TDK_patch_05_02.nc,"[170, 110, 150, 120, 510]"
2019,France,31TDK,2019_31TDK_patch_04_26.nc,"[170, 110, 150]"
2019,France,31TDK,2019_31TDK_patch_09_19.nc,"[170, 140, 110, 435, 150, 120]"
2019,France,31TDK,2019_31TDK_patch_24_27.nc,"[160, 170, 140, 110, 435, 150, 120, 510]"
2019,France,31TDK,2019_31TDK_patch_02_12.nc,"[120, 170, 150, 110]"
2019,France,31TDK,2019_31TDK_patch_15_20.nc,"[170, 330, 140, 110, 150, 120, 510]"
2019,France,31TDK,2019_31TDK_patch_11_05.nc,"[120, 170, 150, 110]"
2019,France,31TDK,2019_31TDK_patch_21_09.nc,"[120, 170, 110]"
2019,France,31TDK,2019_31TDK_patch_28_27.nc,"[170, 110, 150]"
2019,France,31TDK,2019_31TDK_patch_14_09.nc,"[120, 170, 110, 510]"
2019,France,31TDK,2019_31TDK_patch_07_12.nc,"[170, 140, 110, 150, 120, 510]"
2019,France,31TDK,2019_31TDK_patch_27_07.nc,"[120, 170, 110]"
2019,France,31TDK,2019_31TDK_patch_12_10.nc,"[170, 140, 110, 150, 120, 510]"
2019,France,31TDK,2019_31TDK_patch_24_07.nc,"[170, 110, 150]"
2019,France,31TDK,2019_31TDK_patch_09_24.nc,"[770, 170, 140, 110, 435, 150, 438, 120, 510]"
2019,France,31TDK,2019_31TDK_patch_16_01.nc,[120]
2019,France,31TDK,2019_31TDK_patch_22_13.nc,"[120, 150, 110, 510]"
2019,France,31TDK,2019_31TDK_patch_29_09.nc,"[170, 510]"
2019,France,31TDK,2019_31TDK_patch_04_09.nc,"[160, 330, 140, 110, 150, 120, 510]"
2019,France,31TDK,2019_31TDK_patch_29_13.nc,"[160, 170, 510]"
2019,France,31TDK,2019_31TDK_patch_01_02.nc,"[120, 110, 510]"
2019,France,31TDK,2019_31TDK_patch_12_06.nc,"[120, 110, 150]"
2019,France,31TDK,2019_31TDK_patch_05_04.nc,"[160, 170, 110, 150, 120]"
2019,France,31TDK,2019_31TDK_patch_08_21.nc,"[170, 140, 110, 150, 438, 120, 510]"
2019,France,31TDM,2019_31TDM_patch_14_11.nc,"[160, 770, 170, 140, 110, 435, 150, 438, 120]"
2019,France,31TDM,2019_31TDM_patch_29_09.nc,"[170, 110, 150, 438, 120]"
2019,France,31TDM,2019_31TDM_patch_18_13.nc,"[170, 110, 435, 150, 120]"
2019,France,31TDM,2019_31TDM_patch_21_03.nc,"[170, 110, 435, 150, 438, 120]"
2019,France,31TDM,2019_31TDM_patch_02_07.nc,"[770, 170, 140, 110, 435, 150, 438, 120]"
2019,France,31TDM,2019_31TDM_patch_18_18.nc,"[120, 170, 150, 110]"
2019,France,31TDM,2019_31TDM_patch_08_14.nc,"[160, 770, 170, 140, 110, 435, 150, 438, 120]"
2019,France,31TDM,2019_31TDM_patch_16_03.nc,"[110, 438, 150]"
2019,France,31TDM,2019_31TDM_patch_23_25.nc,"[160, 170, 140, 110, 435, 150, 120]"
2019,France,31TDM,2019_31TDM_patch_05_08.nc,"[770, 170, 140, 110, 435, 150]"
2019,France,31TDM,2019_31TDM_patch_10_11.nc,"[770, 170, 330, 140, 110, 150, 120]"
2019,France,31TDM,2019_31TDM_patch_23_18.nc,"[120, 170, 150, 110]"
2019,France,31TDM,2019_31TDM_patch_10_22.nc,"[170, 140, 110, 150, 120]"
2019,France,31TDM,2019_31TDM_patch_06_25.nc,"[160, 170, 140, 110, 150, 120, 510]"
2019,France,31TDM,2019_31TDM_patch_19_09.nc,"[120, 170, 110]"
2019,France,31TDM,2019_31TDM_patch_20_09.nc,"[170, 150]"
2019,France,31TDM,2019_31TDM_patch_01_15.nc,"[170, 110, 435, 150, 438, 120]"
2019,France,31TDM,2019_31TDM_patch_03_08.nc,"[770, 170, 140, 110, 435, 150, 438, 510]"
2019,France,31TDM,2019_31TDM_patch_07_07.nc,"[770, 170, 110, 435, 150, 438, 120]"
2019,France,31TDM,2019_31TDM_patch_12_23.nc,"[120, 170, 150, 110]"
2019,France,31TDM,2019_31TDM_patch_20_03.nc,"[170, 140, 110, 435, 150, 438]"
2019,France,31TDM,2019_31TDM_patch_14_24.nc,"[170, 110, 150, 120, 510]"
2019,France,31TDM,2019_31TDM_patch_01_04.nc,"[770, 110, 435, 150, 438]"
2019,France,31TDM,2019_31TDM_patch_15_27.nc,"[120, 170, 150, 110]"
2019,France,31TDM,2019_31TDM_patch_10_24.nc,"[120, 170, 150, 110]"
2019,France,31TDM,2019_31TDM_patch_19_10.nc,"[170, 110, 150]"
2019,France,31TDM,2019_31TDM_patch_02_28.nc,"[120, 170, 110, 510]"
2019,France,31TDM,2019_31TDM_patch_29_07.nc,"[770, 170, 110, 435, 150, 120]"
2019,France,31TDM,2019_31TDM_patch_07_00.nc,"[770, 140, 110, 435, 150, 438]"
2019,France,31TDM,2019_31TDM_patch_00_04.nc,"[150, 435, 140, 110]"
2019,France,31TDM,2019_31TDM_patch_29_16.nc,"[120, 170, 150, 110]"
2019,France,31TDM,2019_31TDM_patch_18_23.nc,"[120, 170, 150, 110]"
2019,France,31TDM,2019_31TDM_patch_12_13.nc,"[170, 110, 435, 150, 438, 120]"
2019,France,31TDM,2019_31TDM_patch_18_05.nc,"[150, 170, 435, 110]"
2019,France,31TDM,2019_31TDM_patch_28_25.nc,"[140, 110, 435, 150, 438, 120, 510]"
2019,France,31TDM,2019_31TDM_patch_01_29.nc,"[160, 170, 110, 150, 120]"
2019,France,31TDM,2019_31TDM_patch_00_02.nc,"[770, 140, 110, 435, 150, 438]"
2019,France,31TDM,2019_31TDM_patch_02_02.nc,"[770, 140, 110, 150, 438]"
2019,France,31TDM,2019_31TDM_patch_02_18.nc,"[170, 110, 150, 438, 120]"
2019,France,31TDM,2019_31TDM_patch_19_14.nc,"[120, 170, 150, 110]"
2019,France,31TDM,2019_31TDM_patch_20_10.nc,"[120, 170, 150, 110]"
2019,France,31TDM,2019_31TDM_patch_02_10.nc,"[170, 140, 110, 435, 150, 438, 120, 510]"
2019,France,31TDM,2019_31TDM_patch_09_14.nc,"[160, 170, 110, 435, 150, 438, 120]"
2019,France,31TDM,2019_31TDM_patch_18_28.nc,"[170, 110, 150, 120, 510]"
2019,France,31TDM,2019_31TDM_patch_28_20.nc,"[120, 170, 150, 110]"
2019,France,31TDM,2019_31TDM_patch_03_20.nc,"[170, 140, 110, 435, 150, 120]"
2019,France,31TDM,2019_31TDM_patch_22_11.nc,"[170, 110, 435, 150, 438, 120]"
2019,France,31TDM,2019_31TDM_patch_19_17.nc,"[170, 110, 435, 150, 120, 510]"
2019,France,31TDM,2019_31TDM_patch_27_14.nc,"[170, 110, 435, 150, 120]"
2019,France,31TDM,2019_31TDM_patch_11_11.nc,"[770, 170, 110, 435, 150, 438]"
2019,France,31TDM,2019_31TDM_patch_10_08.nc,"[770, 170, 330, 110, 435, 150, 438, 120]"
2019,France,31TDM,2019_31TDM_patch_18_15.nc,"[120, 170, 150, 110]"
2019,France,31TDM,2019_31TDM_patch_08_19.nc,"[160, 170, 110, 150, 120]"
2019,France,31TDM,2019_31TDM_patch_00_18.nc,"[170, 140, 110, 150, 438, 120]"
2019,France,31TDM,2019_31TDM_patch_02_01.nc,"[770, 140, 110, 150, 438]"
2019,France,31TDM,2019_31TDM_patch_10_25.nc,"[120, 170, 150, 110]"
2019,France,31TDM,2019_31TDM_patch_03_15.nc,"[770, 170, 110, 435, 150, 438, 120, 510]"
2019,France,31TDM,2019_31TDM_patch_19_11.nc,[150]
2019,France,31TDM,2019_31TDM_patch_23_16.nc,"[170, 110, 435, 150, 120]"
2019,France,31TDM,2019_31TDM_patch_29_22.nc,"[170, 330, 110, 435, 150, 438, 120]"
2019,France,31TDM,2019_31TDM_patch_09_23.nc,"[770, 170, 110, 435, 150, 438, 120, 510]"
2019,France,31TDM,2019_31TDM_patch_10_23.nc,"[170, 140, 110, 150, 120, 510]"
2019,France,31TDM,2019_31TDM_patch_22_19.nc,"[170, 140, 110, 435, 150, 120]"
2019,France,31TDM,2019_31TDM_patch_06_12.nc,"[770, 170, 330, 140, 110, 435, 150, 438, 120]"
2019,France,31TDM,2019_31TDM_patch_17_07.nc,"[770, 170, 140, 110, 435, 150, 438, 120]"
2019,France,31TDM,2019_31TDM_patch_28_29.nc,"[160, 170, 140, 110, 435, 150, 438]"
2019,France,31TDM,2019_31TDM_patch_05_24.nc,"[160, 170, 140, 110, 150, 120]"
2019,France,31TDM,2019_31TDM_patch_10_18.nc,"[160, 170, 140, 110, 435, 150, 438, 120, 510]"
2019,France,31TDM,2019_31TDM_patch_29_13.nc,"[170, 110, 150, 438, 510]"
2019,France,31TDM,2019_31TDM_patch_17_25.nc,"[160, 170, 140, 110, 435, 150, 120, 510]"
2019,France,31TDM,2019_31TDM_patch_08_04.nc,"[170, 140, 110, 435, 150]"
2019,France,31TDM,2019_31TDM_patch_23_10.nc,"[170, 140, 110, 150, 120, 510]"
2019,France,31TDM,2019_31TDM_patch_18_07.nc,"[170, 140, 110, 435, 150, 438, 120]"
2019,France,31UCP,2019_31UCP_patch_14_18.nc,"[770, 170, 110, 435, 150, 120]"
2019,France,31UCP,2019_31UCP_patch_08_25.nc,"[770, 170, 140, 110, 435, 150, 438, 120]"
2019,France,31UCP,2019_31UCP_patch_00_10.nc,"[770, 170, 110, 435, 150, 438, 120]"
2019,France,31UCP,2019_31UCP_patch_14_22.nc,"[170, 140, 110, 435, 150, 120]"
2019,France,31UCP,2019_31UCP_patch_16_17.nc,"[770, 170, 110, 435, 150, 120]"
2019,France,31UCP,2019_31UCP_patch_18_08.nc,"[770, 110, 435, 150, 510]"
2019,France,31UCP,2019_31UCP_patch_20_07.nc,"[770, 170, 110, 435, 150]"
2019,France,31UCP,2019_31UCP_patch_25_05.nc,"[770, 170, 330, 110, 435, 150]"
2019,France,31UCP,2019_31UCP_patch_08_12.nc,"[770, 110, 435, 150, 120]"
2019,France,31UCP,2019_31UCP_patch_15_14.nc,"[770, 170, 110, 435, 150, 438, 120, 510]"
2019,France,31UCP,2019_31UCP_patch_21_19.nc,"[770, 140, 110, 435, 150, 510]"
2019,France,31UCP,2019_31UCP_patch_04_15.nc,"[770, 170, 110, 435, 150, 438, 120]"
2019,France,31UCP,2019_31UCP_patch_04_25.nc,"[170, 110, 435, 150, 438, 120]"
2019,France,31UCP,2019_31UCP_patch_01_09.nc,"[770, 170, 110, 435, 150, 438, 120]"
2019,France,31UCP,2019_31UCP_patch_17_18.nc,"[170, 110, 435, 150, 120]"
2019,France,31UCP,2019_31UCP_patch_27_20.nc,"[160, 770, 170, 110, 435, 150, 510]"
2019,France,31UCP,2019_31UCP_patch_24_00.nc,"[770, 170, 140, 110, 435, 150, 510]"
2019,France,31UCP,2019_31UCP_patch_15_25.nc,"[160, 770, 110, 435, 150, 438]"
2019,France,31UCP,2019_31UCP_patch_05_26.nc,"[770, 170, 110, 435, 150, 438, 120]"
2019,France,31UCP,2019_31UCP_patch_11_00.nc,"[770, 110, 435, 150, 120]"
